"Phase","Site","Year","Month","Collection days","start_date","end_date","id"
"02","46",2016,"05",7,2016-05-01,2016-05-07,"16_05_02_46"
"02","46",2016,"06",7,2016-06-01,2016-06-07,"16_06_02_46"
"02","46",2016,"07",7,2016-07-01,2016-07-07,"16_07_02_46"
"02","46",2016,"08",7,2016-08-01,2016-08-07,"16_08_02_46"
"02","46",2016,"09",7,2016-09-01,2016-09-07,"16_09_02_46"
"02","46",2016,"10",7,2016-10-01,2016-10-07,"16_10_02_46"
"02","47",2015,"11",7,2015-11-01,2015-11-07,"15_11_02_47"
"02","47",2015,"12",7,2015-12-01,2015-12-07,"15_12_02_47"
"02","47",2016,"01",7,2016-01-01,2016-01-07,"16_01_02_47"
"02","47",2016,"02",7,2016-02-01,2016-02-07,"16_02_02_47"
"02","47",2016,"03",7,2016-03-01,2016-03-07,"16_03_02_47"
"02","47",2016,"04",7,2016-04-01,2016-04-07,"16_04_02_47"
"02","47",2016,"05",7,2016-05-01,2016-05-07,"16_05_02_47"
"02","47",2016,"06",7,2016-06-01,2016-06-07,"16_06_02_47"
"02","47",2016,"07",7,2016-07-01,2016-07-07,"16_07_02_47"
"02","47",2016,"08",7,2016-08-01,2016-08-07,"16_08_02_47"
"02","47",2016,"09",7,2016-09-01,2016-09-07,"16_09_02_47"
"02","47",2016,"10",7,2016-10-01,2016-10-07,"16_10_02_47"
"03","01",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_01"
"03","01",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_01"
"03","01",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_01"
"03","01",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_01"
"03","01",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_01"
"03","01",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_01"
"03","07",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_07"
"03","07",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_07"
"03","07",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_07"
"03","07",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_07"
"03","07",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_07"
"03","07",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_07"
"03","48",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_48"
"03","48",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_48"
"03","48",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_48"
"03","48",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_48"
"03","48",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_48"
"03","48",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_48"
"03","49",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_49"
"03","49",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_49"
"03","49",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_49"
"03","49",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_49"
"03","49",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_49"
"03","49",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_49"
"03","50",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_50"
"03","50",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_50"
"03","50",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_50"
"03","50",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_50"
"03","50",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_50"
"03","50",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_50"
"03","51",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_51"
"03","51",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_51"
"03","51",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_51"
"03","51",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_51"
"03","51",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_51"
"03","51",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_51"
"03","52",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_52"
"03","52",2017,"07",9,2017-07-01,2017-07-09,"17_07_03_52"
"03","52",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_52"
"03","52",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_52"
"03","52",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_52"
"03","52",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_52"
"03","53",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_53"
"03","53",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_53"
"03","53",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_53"
"03","53",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_53"
"03","53",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_53"
"03","53",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_53"
"03","54",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_54"
"03","54",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_54"
"03","54",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_54"
"03","54",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_54"
"03","54",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_54"
"03","54",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_54"
"03","55",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_55"
"03","55",2017,"07",10,2017-07-01,2017-07-10,"17_07_03_55"
"03","55",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_55"
"03","55",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_55"
"03","55",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_55"
"03","55",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_55"
"03","56",2017,"05",8,2017-05-01,2017-05-08,"17_05_03_56"
"03","56",2017,"07",10,2017-07-01,2017-07-10,"17_07_03_56"
"03","56",2017,"09",11,2017-09-01,2017-09-11,"17_09_03_56"
"03","56",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_56"
"03","56",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_56"
"03","56",2018,"03",17,2018-03-01,2018-03-17,"18_03_03_56"
"03","57",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_57"
"03","57",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_57"
"03","57",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_57"
"03","57",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_57"
"03","57",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_57"
"03","57",2018,"03",8,2018-03-01,2018-03-08,"18_03_03_57"
"03","58",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_58"
"03","58",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_58"
"03","58",2017,"09",8,2017-09-01,2017-09-08,"17_09_03_58"
"03","58",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_58"
"03","58",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_58"
"03","58",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_58"
"03","59",2017,"05",15,2017-05-01,2017-05-15,"17_05_03_59"
"03","59",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_59"
"03","59",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_59"
"03","59",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_59"
"03","59",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_59"
"03","59",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_59"
"03","60",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_60"
"03","60",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_60"
"03","60",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_60"
"03","60",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_60"
"03","60",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_60"
"03","60",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_60"
"03","61",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_61"
"03","61",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_61"
"03","61",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_61"
"03","61",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_61"
"03","61",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_61"
"03","61",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_61"
"03","62",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_62"
"03","62",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_62"
"03","62",2017,"09",8,2017-09-01,2017-09-08,"17_09_03_62"
"03","62",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_62"
"03","62",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_62"
"03","62",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_62"
"03","63",2017,"05",7,2017-05-01,2017-05-07,"17_05_03_63"
"03","63",2017,"07",7,2017-07-01,2017-07-07,"17_07_03_63"
"03","63",2017,"09",7,2017-09-01,2017-09-07,"17_09_03_63"
"03","63",2017,"10",7,2017-10-01,2017-10-07,"17_10_03_63"
"03","63",2018,"01",7,2018-01-01,2018-01-07,"18_01_03_63"
"03","63",2018,"03",7,2018-03-01,2018-03-07,"18_03_03_63"
