OID_,LandV_Num,Area,Site,LA_Year
0,104108,0.224472011,Site38,1991
1,296876,0.414018103,Site38,2013
2,275000,0.234497853,Site38,2021
3,507000,0.191282887,Site38,2007
4,236066,0.240177324,Site38,2009
5,455000,0.197280459,Site38,2021
6,126626,0.233052551,Site38,2004
7,177893,0.209592232,Site38,2009
8,117242,0.199164619,Site38,1987
9,92054,0.121867176,Site38,2011
10,258245,0.234711992,Site38,2003
11,253620,0.218828185,Site38,2008
12,216302,0.236234674,Site38,2004
13,236939,0.249271925,Site38,2004
14,239700,0.231758445,Site38,2020
15,237963,0.187115095,Site38,2013
16,106146,0.250816645,Site38,1998
17,331500,0.20997133,Site38,2021
18,92900,0.212071154,Site38,1994
19,193488,0.212071602,Site38,2014
20,211650,0.224669182,Site38,2020
21,99302,0.224670948,Site38,1993
22,279000,0.20997188,Site38,2006
23,96551,0.205036508,Site38,0
24,207620,0.234481894,Site38,2022
25,303229,0.230246874,Site38,2014
26,106141,0.221719256,Site38,1991
27,109479,0.269741023,Site38,1991
28,95545,0.265422855,Site38,2001
29,177386,0.244517071,Site38,2019
30,244021,0.306214017,Site38,2015
31,1200000,1.978319148,Site38,2023
32,336640,0.249463877,Site38,2023
33,229301,0.207506444,Site38,2020
34,112968,0.185818336,Site38,1999
35,203128,0.255709197,Site38,1990
36,92087,0.185805289,Site38,1996
37,191914,0.214506917,Site38,2003
38,215574,0.203924105,Site38,2002
39,114065,0.185895861,Site38,1986
40,295644,0.195027043,Site38,2018
41,183857,0.185917995,Site38,2003
42,322053,0.09981057,Site38,2020
43,90792,0.200639193,Site38,0
44,94973,0.21768584,Site38,0
45,169968,0.342179154,Site38,1991
46,295903,0.210757105,Site38,2022
47,240119,0.267860826,Site38,2003
48,99540,0.231129221,Site38,1999
49,502186,1.781417477,Site38,1975
50,201136,0.207526763,Site38,2008
51,145921,0.206714123,Site38,2013
52,273302,0.223759842,Site38,2016
53,121246,0.238977285,Site38,1996
54,147676,0.304553688,Site38,2001
55,329781,0.200675503,Site38,2019
56,63641,0.193215741,Site38,2021
57,260773,0.365756113,Site38,2022
58,440000,0.274856905,Site38,2021
59,162983,0.304184511,Site38,2011
60,95703,0.304183005,Site38,1985
61,200960,0.184958718,Site38,2019
62,503000,0.18902544,Site38,2006
63,235884,0.247096322,Site38,2018
64,219946,0.225396681,Site38,2008
65,166165,0.226537737,Site38,2003
66,211276,0.257340373,Site38,2010
67,293712,0.226443718,Site38,2020
68,75232,0.189479342,Site38,1997
69,136115,0.075441159,Site38,2011
70,315180,0.236466344,Site38,2021
71,191388,0.232367395,Site38,2016
72,250669,0.355477484,Site38,2013
73,309441,0.237171897,Site38,2008
74,101291,0.262094199,Site38,0
75,224097,0.219316178,Site38,2006
76,189698,0.186281457,Site38,2014
77,251518,0.186106893,Site38,2011
78,249352,0.232488508,Site38,2002
79,311944,0.221276321,Site38,2003
80,206658,0.18588655,Site38,2015
81,408703,0.202831,Site38,2009
82,159149,0.186595468,Site38,1989
83,117241,0.190030079,Site38,1987
84,126310,0.206163521,Site38,0
85,120928,0.249312775,Site38,2022
86,37825,0.23468273,Site38,2021
87,218029,0.228065893,Site38,2003
88,236741,0.234728662,Site38,2003
89,321355,0.227223253,Site38,2015
90,280237,0.344762284,Site38,2013
91,270035,0.192742253,Site38,2010
92,272187,0.430478004,Site38,2015
93,227843,0.253025352,Site38,2017
94,203658,0.221655733,Site38,2003
95,201450,0.199655609,Site38,2020
96,100902,0.193352499,Site38,1990
97,373000,0.202925091,Site38,2006
98,201750,0.243176866,Site38,2021
99,224529,0.233914631,Site38,2003
100,186414,0.205993239,Site38,2003
101,184057,0.20326574,Site38,1988
102,1327469,1.360425875,Site38,2016
103,201309,0.315523264,Site38,2003
104,322053,0.115479276,Site38,2020
105,343083,0.217754649,Site38,2014
106,21489,0.873484396,Site38,0
107,194122,0.247973465,Site38,2016
108,221066,0.214615921,Site38,2003
109,13295,0.384074217,Site38,1977
110,192426,0.255827683,Site38,2016
111,122898,0.248710655,Site38,1992
112,339760,0.248509131,Site38,2014
113,102828,0.18606323,Site38,1996
114,285342,0.214308272,Site38,2003
115,87665,0.192115901,Site38,1995
116,206162,0.199486871,Site38,2003
117,206706,0.214203602,Site38,2008
118,229301,0.227908094,Site38,2019
119,82970,0.282732756,Site38,1996
120,170291,0.255962529,Site38,2010
121,131622,0.205267844,Site38,1991
122,230775,0.190694514,Site38,2020
123,349480,0.198490146,Site38,2018
124,229500,0.200905665,Site38,2020
125,126286,0.239344829,Site38,1991
126,231878,0.221133819,Site38,2019
127,199400,0.254141224,Site38,2015
128,184221,0.230442876,Site38,2004
129,99302,0.198691351,Site38,1994
130,75232,0.198523977,Site38,1997
131,212350,0.394501424,Site38,2014
132,198192,0.394089389,Site38,2014
133,163983,0.471624009,Site38,2022
134,181712,0.18731198,Site38,2003
135,201864,0.187718152,Site38,2013
136,233586,0.191382889,Site38,2002
137,222573,0.232128407,Site38,2003
138,168230,0.198355927,Site38,2013
139,95153,0.215659328,Site38,0
140,115501,0.215466539,Site38,1992
141,205272,0.197820573,Site38,2015
142,203010,0.215083342,Site38,2018
143,216867,0.197468378,Site38,2014
144,104228,0.230950997,Site38,1992
145,249655,0.199308031,Site38,2019
146,218822,0.197314985,Site38,2011
147,313658,0.213646512,Site38,2022
148,118330,0.191442739,Site38,2001
149,111668,0.191188264,Site38,1991
150,52543,0.184294398,Site38,0
151,220958,0.438422223,Site38,1991
152,93715,0.185775003,Site38,1984
153,193800,0.186010527,Site38,2020
154,117241,0.186662486,Site38,1987
155,133255,0.196935338,Site38,1990
156,97057,0.19613469,Site38,1995
157,181245,0.258620575,Site38,2015
158,296000,0.216474009,Site38,2005
159,187935,0.218629496,Site38,2002
160,184825,0.217109173,Site38,2014
161,133821,0.223600312,Site38,0
162,135224,0.218513559,Site38,1991
163,142123,0.219230003,Site38,2001
164,198900,0.184221877,Site38,2020
165,144473,0.281616487,Site38,2022
166,114493,0.240251753,Site38,1999
167,12805,0.28569049,Site38,1980
168,107146,0.161658831,Site38,2022
169,247948,0.202898969,Site38,2017
170,176063,0.214048023,Site38,2012
171,198384,0.207160351,Site38,2020
172,115989,0.199976794,Site38,1993
173,346800,0.237146471,Site38,2021
174,122855,0.287041462,Site38,2001
175,284331,0.255395709,Site38,2003
176,92087,0.214615975,Site38,1997
177,104209,0.185918192,Site38,1996
178,118650,0.18585019,Site38,2013
179,142130,0.186587935,Site38,1992
180,251539,0.291035171,Site38,2016
181,231260,0.243785491,Site38,2019
182,269635,0.205456065,Site38,2003
183,198686,0.234304884,Site38,2014
184,130295,0.111489128,Site38,2003
185,215612,0.193637515,Site38,2003
186,78447,0.409099403,Site38,2022
187,329532,0.223922972,Site38,2016
188,325321,0.222739954,Site38,2016
189,380589,0.275223688,Site38,2017
190,99975,0.25803037,Site38,1992
191,395000,0.344269647,Site38,2004
192,367000,0.260155291,Site38,2004
193,247494,0.283729363,Site38,2010
194,30694,0.19446738,Site38,1995
195,228573,0.23706505,Site38,2017
196,135809,0.186009561,Site38,2022
197,101296,0.194466959,Site38,0
198,111926,0.218170335,Site38,2002
199,215995,0.249888151,Site38,2016
200,164493,0.216560739,Site38,2011
201,440192,0.204702804,Site38,2016
202,251213,0.186245519,Site38,2003
203,238881,0.241788727,Site38,2003
204,91485,0.26821404,Site38,1991
205,92087,0.223487352,Site38,0
206,122594,0.264120987,Site38,0
207,76737,0.223513883,Site38,1997
208,204000,0.222751799,Site38,2020
209,122528,0.194007543,Site38,1991
210,95787,0.215135102,Site38,1994
211,117241,0.190755391,Site38,1987
212,404163,0.257199924,Site38,2022
213,258286,0.235614141,Site38,2002
214,271206,0.281546319,Site38,2010
215,308428,0.241634581,Site38,2022
216,119046,0.210491587,Site38,2022
217,253839,0.214258981,Site38,2004
218,279649,0.244531121,Site38,2004
219,275934,0.322304831,Site38,2019
220,227292,0.193890646,Site38,2019
221,249413,0.188607351,Site38,2020
222,124246,0.251977956,Site38,2001
223,111144,0.198004317,Site38,1995
224,259911,0.185889602,Site38,2014
225,194438,0.205974472,Site38,2004
226,221927,0.199974934,Site38,2011
227,103317,0.195745696,Site38,0
228,92087,0.186217485,Site38,1996
229,92087,0.201329881,Site38,0
230,195010,0.201329396,Site38,2002
231,151580,0.201332112,Site38,2001
232,152046,0.185911125,Site38,2010
233,176227,0.1860653,Site38,2020
234,351681,0.235877971,Site38,2023
235,117814,0.204567382,Site38,1991
236,142034,0.218100258,Site38,2012
237,242236,0.186334942,Site38,2013
238,228750,0.279196941,Site38,2021
239,132958,0.186364987,Site38,1999
240,259000,0.189161421,Site38,2006
241,249912,0.235409173,Site38,2019
242,118728,0.298972294,Site38,1993
243,369750,0.185811248,Site38,2021
244,320363,0.196075443,Site38,2009
245,373581,0.218461377,Site38,2019
246,350222,0.228134416,Site38,2005
247,450000,0.506933616,Site38,2021
248,381310,0.234543489,Site38,2019
249,267129,0.239382642,Site38,2014
250,279952,0.209044402,Site38,2005
251,330221,0.209045875,Site38,2005
252,382229,0.203844213,Site38,2015
253,382776,0.235151076,Site38,2017
254,321661,0.229946816,Site38,2018
255,441495,0.274959375,Site38,2018
256,539000,0.376463333,Site38,2005
257,462519,0.389431725,Site38,2019
258,2750000,0.125663046,Site38,2018
259,2750000,3.690011032,Site38,2018
260,154585,0.074145429,Site37,2019
261,121829,0.009995252,Site37,2004
262,155000,0.009997162,Site37,2022
263,95133,0.009998131,Site37,2015
264,60646,0.009998336,Site37,2013
265,98475,0.009997465,Site37,2003
266,106242,0.066985155,Site37,2011
267,117249,0.066918353,Site37,2013
268,220000,0.116344363,Site37,2005
269,61550,0.009994512,Site37,2012
270,144816,0.009991655,Site37,2005
271,125936,0.009988187,Site37,2006
272,73331,0.009984897,Site37,2014
273,51897,0.066895454,Site37,0
274,149148,0.066950603,Site37,2002
275,9725,0.094882926,Site37,1975
276,151985,0.082078773,Site37,2018
277,138735,0.074318291,Site37,2015
278,66875,0.010117039,Site37,2002
279,76382,0.009708543,Site37,2003
280,62727,0.071130504,Site37,1998
281,67012,0.009991866,Site37,2013
282,76906,0.010115655,Site37,2002
283,10167,0.07129164,Site37,1975
284,168813,0.067880274,Site37,2004
285,158516,0.065490832,Site37,2016
286,10258,0.067881728,Site37,1975
287,9555,0.076926574,Site37,1977
288,167790,0.075822673,Site37,2021
289,115237,0.066073051,Site37,2000
290,12267,0.072043931,Site37,1987
291,104785,0.053084486,Site37,2012
292,168829,0.08089837,Site37,2018
293,103149,0.077107856,Site37,2009
294,48435,0.068253696,Site37,1995
295,11528,0.073578835,Site37,2022
296,53051,0.072154706,Site37,1988
297,10176,0.084916921,Site37,0
298,10176,0.075519035,Site37,1975
299,39828,0.090177959,Site37,1982
300,150048,0.066294214,Site37,2016
301,38969,0.074700902,Site37,0
302,103971,0.073879148,Site37,2008
303,127500,0.091937516,Site37,2020
304,141401,0.074741115,Site37,2007
305,144279,0.082682382,Site37,2019
306,46092,0.084446938,Site37,1998
307,162933,0.074786656,Site37,2018
308,100672,0.086016044,Site37,2013
309,103566,0.075286303,Site37,2013
310,11081,0.028682358,Site37,0
311,162933,0.074361401,Site37,2018
312,25109,0.069732881,Site37,1979
313,9725,0.072525624,Site37,1984
314,10176,0.096048155,Site37,1975
315,16990,0.172430315,Site37,1975
316,10166,0.079453165,Site37,1975
317,168872,0.066970789,Site37,2018
318,76290,0.070208981,Site37,2000
319,8130,0.065725744,Site37,1975
320,10166,0.078840072,Site37,1975
321,63525,0.180965678,Site37,1998
322,104609,0.07877263,Site37,2009
323,52053,0.067021109,Site37,0
324,194427,0.068338373,Site37,2007
325,226725,0.188250247,Site37,2020
326,83260,0.078701924,Site37,2013
327,11528,0.099082888,Site37,1975
328,72061,0.067009095,Site37,2000
329,174172,0.066997818,Site37,2003
330,157613,0.066899778,Site37,2018
331,164047,0.194204862,Site37,2017
332,265242,0.061164861,Site45,2018
333,224350,0.057504263,Site45,2004
334,162248,0.042672255,Site45,2003
335,78014,0.05624107,Site45,1989
336,54422,0.060972313,Site45,1987
337,82435,0.083170619,Site45,1994
338,198599,0.072166583,Site45,2011
339,262508,0.050745907,Site45,2005
340,309479,0.082514555,Site45,2020
341,203816,0.071961264,Site45,2012
342,277017,0.065499294,Site45,2020
343,68298,0.078306903,Site45,0
344,202646,0.078949649,Site45,2017
345,148591,0.04845435,Site45,2022
346,102048,0.059254126,Site45,0
347,214674,0.05599788,Site45,2012
348,208874,0.047128973,Site45,2013
349,203925,0.045577345,Site45,2009
350,121844,0.049915981,Site45,0
351,444798,0.16631066,Site45,1998
352,195498,0.04814049,Site45,2019
353,68546,0.051568251,Site45,1987
354,301000,0.068451437,Site45,2021
355,236979,0.051300739,Site45,2019
356,278460,0.068997207,Site45,2020
357,77267,0.047006901,Site45,1987
358,303159,0.131606602,Site45,2017
359,252274,0.118934227,Site45,2009
360,236795,0.065685797,Site45,2017
361,155350,0.042681897,Site45,2011
362,277193,0.052767501,Site45,2005
363,54422,0.05276171,Site45,1987
364,209162,0.055222834,Site45,2011
365,64758,0.046601485,Site45,1987
366,142191,0.102599632,Site45,1999
367,160466,0.06685041,Site45,0
368,202691,0.084520153,Site45,2001
369,232718,0.053281373,Site45,2013
370,211190,0.073876211,Site45,2011
371,121356,0.066812368,Site45,0
372,134644,0.048226583,Site45,0
373,130856,0.048159792,Site45,1988
374,891869,0.222275701,Site45,2017
375,182226,0.051788767,Site45,2002
376,278772,0.080607871,Site45,2018
377,114789,0.050200921,Site45,1999
378,99759,0.041822037,Site45,0
379,185150,0.056104726,Site45,2001
380,262314,0.048730247,Site45,2018
381,229903,0.079122311,Site45,2014
382,302820,0.05822837,Site45,2007
383,253470,0.04494419,Site45,2021
384,251484,0.091887877,Site45,2022
385,81870,0.049053178,Site45,2022
386,102676,0.07386692,Site45,1998
387,267750,0.051810528,Site45,2020
388,286756,0.050282477,Site45,2019
389,114442,0.070693284,Site45,1996
390,55192,0.048658324,Site45,1987
391,172969,0.051160979,Site45,2002
392,152076,0.051310984,Site45,2000
393,55192,0.058934226,Site45,1987
394,76539,0.082985084,Site45,1986
395,68995,0.054277013,Site45,1987
396,238411,0.060789837,Site45,2010
397,107735,0.047923345,Site45,0
398,118482,0.047408016,Site45,1988
399,121658,0.059975275,Site45,1988
400,123406,0.062493954,Site45,1989
401,104690,0.044270612,Site45,1988
402,126680,0.051635092,Site45,1999
403,118837,0.131717687,Site45,2002
404,123079,0.057317962,Site45,1988
405,83874,0.055496769,Site45,1987
406,252633,0.05367326,Site45,2017
407,136669,0.075386609,Site45,2001
408,130350,0.059314609,Site45,1999
409,232023,0.050235481,Site45,2009
410,65680,0.044363082,Site45,2004
411,160589,0.050174503,Site45,2001
412,265113,0.053246111,Site45,2020
413,150472,0.052406481,Site45,1991
414,335604,0.092839726,Site45,2004
415,94696,0.085715401,Site45,1987
416,133321,0.060172684,Site45,1999
417,260738,0.062901789,Site45,2013
418,263310,0.056181824,Site45,2019
419,80398,0.05224468,Site45,1987
420,189001,0.046458294,Site45,2009
421,92913,0.054204337,Site45,0
422,191582,0.068654718,Site45,2009
423,121155,0.047784544,Site45,2000
424,239153,0.048162546,Site45,2004
425,239335,0.046976689,Site45,2015
426,273684,0.049602218,Site45,2017
427,275728,0.050699447,Site45,2004
428,679557,0.233767988,Site45,2009
429,267750,0.054893643,Site45,2021
430,68546,0.045766107,Site45,0
431,79113,0.05991338,Site45,1987
432,68546,0.051103168,Site45,2012
433,102920,0.050708004,Site45,1993
434,243472,0.066550077,Site45,2019
435,159700,0.063712721,Site45,2014
436,249829,0.079469078,Site45,2021
437,236406,0.062666597,Site45,2006
438,124676,0.045303967,Site45,2001
439,263439,0.056456027,Site45,2017
440,104360,0.067541711,Site45,1997
441,95672,0.072118075,Site45,1987
442,55192,0.070719197,Site45,1987
443,157805,0.051895028,Site45,1992
444,277017,0.05815825,Site45,2020
445,104103,0.060066226,Site45,1996
446,3067,0.105271601,Site45,1987
447,160567,0.061399227,Site45,2010
448,161781,0.051001952,Site45,2003
449,259746,0.051302918,Site45,2018
450,88022,0.052839687,Site45,1988
451,234259,0.050446863,Site45,2016
452,270431,0.04854052,Site45,2005
453,131309,0.046104598,Site45,2008
454,302750,0.05841565,Site45,2021
455,244359,0.039683553,Site45,2007
456,221975,0.045148407,Site45,2014
457,55195,0.04725883,Site45,1986
458,55192,0.051750619,Site45,1986
459,54422,0.04895991,Site45,1987
460,118281,0.041821626,Site45,2000
461,194159,0.048523296,Site45,2009
462,54422,0.151563019,Site45,0
463,262797,0.06177938,Site45,2022
464,153870,0.076814471,Site45,2012
465,70648,0.059638522,Site45,1987
466,201073,0.061240608,Site45,2015
467,239864,0.090663914,Site45,2022
468,286604,0.093928188,Site45,2018
469,68995,0.065984034,Site45,1987
470,156386,0.077109549,Site45,2000
471,265493,0.075263765,Site45,2016
472,158353,0.046459113,Site45,2002
473,105860,0.058807971,Site45,1996
474,94142,0.066464987,Site45,2000
475,236281,0.087915623,Site45,2010
476,92839,0.05065896,Site45,2022
477,160887,0.050719828,Site45,1989
478,176839,0.048915933,Site45,0
479,227329,0.06316917,Site45,2011
480,107272,0.066562026,Site45,1997
481,104690,0.050915935,Site45,2022
482,192633,0.04284365,Site45,2012
483,109198,0.050746738,Site45,1988
484,107631,0.048273915,Site45,1994
485,253993,0.045286215,Site45,2007
486,119374,0.056290369,Site45,2001
487,116086,0.058183962,Site45,1999
488,237031,0.043240053,Site45,2019
489,126731,0.061465104,Site45,1999
490,204308,0.057436051,Site45,2010
491,275600,0.052434687,Site45,2017
492,80951,0.073792564,Site45,2022
493,79113,0.06983216,Site45,1987
494,220852,0.05740058,Site45,2005
495,162804,0.057482937,Site45,0
496,256460,0.065732897,Site45,2016
497,223958,0.069459233,Site45,2012
498,226725,0.043839994,Site45,2020
499,248805,0.050919143,Site45,2017
500,266441,0.073019909,Site45,2018
501,316200,0.069426803,Site45,2021
502,55192,0.079127365,Site45,0
503,64023,0.075672067,Site45,0
504,60349,0.076057886,Site45,1986
505,63290,0.074074944,Site45,1986
506,186364,0.07644415,Site45,2001
507,55192,0.072652527,Site45,0
508,281780,0.080151261,Site45,2018
509,192260,0.078782728,Site45,2011
510,102111,0.084319308,Site45,2023
511,268464,0.096276795,Site45,2020
512,117093,0.052924857,Site45,0
513,99340,0.049270508,Site45,0
514,229111,0.046748233,Site45,2015
515,143589,0.100232072,Site45,0
516,129266,0.121790413,Site45,1999
517,55192,0.062762845,Site45,0
518,124194,0.073473918,Site45,2000
519,282735,0.058683708,Site45,2005
520,95923,0.05891115,Site45,0
521,55192,0.041805509,Site45,1986
522,51945,0.058871547,Site45,0
523,144973,0.060277581,Site45,1992
524,126680,0.051102096,Site45,1999
525,83507,0.067996907,Site45,1997
526,61330,0.052736589,Site45,1987
527,77267,0.071136141,Site45,0
528,189378,0.061924639,Site45,2012
529,237383,0.085439692,Site45,2015
530,147361,0.068729433,Site45,2015
531,271524,0.100936027,Site45,2015
532,92087,0.070170808,Site45,1997
533,315603,0.063783632,Site45,2017
534,234003,0.059834014,Site45,2006
535,117592,0.067884681,Site45,1988
536,141937,0.059580147,Site45,1999
537,226064,0.073356388,Site45,2010
538,119709,0.084618923,Site45,1996
539,358715,0.084270311,Site45,2018
540,313145,0.067965477,Site45,2015
541,113236,0.060496928,Site45,1999
542,315000,0.051320246,Site45,2021
543,285169,0.049652718,Site45,2022
544,118186,0.048177407,Site45,1998
545,277281,0.051246733,Site45,2006
546,266917,0.054255975,Site45,2019
547,547392,0.299400006,Site45,2000
548,277513,0.089528251,Site45,2016
549,329000,0.051346336,Site45,2021
550,116791,0.045625173,Site45,2000
551,211018,0.060833107,Site45,2003
552,86473,0.061086255,Site45,1987
553,195295,0.045714282,Site45,2011
554,243926,0.045627869,Site45,2017
555,202649,0.048010381,Site45,2010
556,277074,0.079602503,Site45,2015
557,66969,0.066171477,Site45,0
558,197269,0.046601132,Site45,2012
559,116969,0.048969578,Site45,2013
560,242583,0.089803628,Site45,2014
561,296464,0.098499238,Site45,2017
562,193706,0.066341559,Site45,2009
563,98981,0.069921464,Site45,1998
564,74880,0.069142752,Site45,1987
565,268595,0.059036641,Site45,2007
566,93827,0.09051459,Site45,1987
567,256290,0.08364335,Site45,2007
568,84651,0.060671298,Site45,1998
569,230415,0.068049519,Site45,2010
570,283014,0.074110916,Site45,2013
571,338335,0.067796253,Site45,2020
572,301665,0.048240883,Site45,2021
573,310200,0.081253131,Site45,2019
574,385000,0.06706577,Site45,2021
575,220390,0.068813849,Site45,2015
576,186879,0.050612363,Site45,2008
577,184347,0.060571024,Site45,2011
578,96099,0.078601015,Site45,1993
579,156681,0.056429608,Site45,2002
580,86330,0.043357348,Site45,1988
581,145193,0.049852026,Site45,2001
582,344395,0.260139098,Site45,1996
583,199516,0.192034104,Site45,1997
584,735836,0.210453341,Site45,2013
585,231593,0.217907227,Site45,1997
586,152303,0.078073173,Site45,2012
587,342720,0.08693722,Site45,2021
588,166711,0.091428233,Site45,2002
589,343000,0.052621651,Site45,2021
590,129217,0.055736327,Site45,2000
591,129116,0.068532115,Site45,2002
592,48573,0.042641187,Site45,1987
593,176412,0.055914629,Site45,2011
594,217417,0.065405354,Site45,2013
595,79297,0.076727246,Site45,1987
596,127099,0.065708833,Site45,1992
597,64758,0.053114763,Site45,1987
598,92087,0.082986157,Site45,0
599,275386,0.074743004,Site45,2015
600,332500,0.074055739,Site45,2021
601,115105,0.070546246,Site45,1997
602,283815,0.052091179,Site45,2020
603,77338,0.061260927,Site45,1986
604,148630,0.096124579,Site45,1993
605,220394,0.051814186,Site45,2003
606,65500,0.063228443,Site45,1986
607,177543,0.050766964,Site45,2011
608,244021,0.051535855,Site45,2016
609,122904,0.068627829,Site45,1989
610,149782,0.068618406,Site45,1988
611,262799,0.051030313,Site45,2014
612,302093,0.054305602,Site45,2018
613,244800,0.069580696,Site45,2020
614,131309,0.045273718,Site45,1992
615,248882,0.062147241,Site45,2020
616,145807,0.044751923,Site45,1992
617,206928,0.04376512,Site45,2022
618,142347,0.063576677,Site45,2002
619,69265,0.051104014,Site45,1987
620,82970,0.068406805,Site45,1987
621,61330,0.055740276,Site45,1988
622,139838,0.051586043,Site45,2022
623,77267,0.053905741,Site45,1987
624,60126,0.058379093,Site45,0
625,71752,0.09493212,Site45,1987
626,296464,0.087984114,Site45,2018
627,329000,0.089911291,Site45,2021
628,64547,0.07456399,Site45,1988
629,258374,0.066343822,Site45,2016
630,279577,0.05334042,Site45,2018
631,318981,0.074398141,Site45,2018
632,65500,0.052321581,Site45,1987
633,225256,0.050182424,Site45,2013
634,257007,0.050317789,Site45,2022
635,247742,0.050171805,Site45,2014
636,263541,0.049334911,Site45,2015
637,164686,0.050170738,Site45,2001
638,212866,0.046454116,Site45,2009
639,178701,0.046454392,Site45,2012
640,90179,0.049334264,Site45,1994
641,148540,0.046810139,Site45,1988
642,214957,0.084400287,Site45,2003
643,246186,0.068609805,Site45,2004
644,119353,0.054242468,Site45,1988
645,249900,0.054529898,Site45,2020
646,117949,0.049181744,Site45,1988
647,466574,0.22179807,Site45,0
648,437500,0.103390923,Site45,2021
649,128250,0.082271387,Site45,1999
650,94621,0.041879066,Site45,1999
651,143306,0.053043073,Site45,2003
652,79113,0.057813023,Site45,1987
653,48573,0.063406962,Site45,0
654,75434,0.066466563,Site45,1987
655,78162,0.054263287,Site45,1993
656,250329,0.047913831,Site45,2009
657,206726,0.081452731,Site45,2012
658,159493,0.056555969,Site45,2012
659,163312,0.071844009,Site45,1990
660,273948,0.070812807,Site45,2017
661,199009,0.077391084,Site45,2012
662,227920,0.092616058,Site45,2015
663,63292,0.04934247,Site45,1986
664,204152,0.08619044,Site45,2002
665,265958,0.074698644,Site45,2012
666,106957,0.067616414,Site45,1998
667,367765,0.084318534,Site45,2018
668,118189,0.071283857,Site45,1996
669,261982,0.08275012,Site45,2010
670,290967,0.054232733,Site45,2021
671,226450,0.05464721,Site45,2015
672,101979,0.05324233,Site45,1990
673,307020,0.055692866,Site45,2020
674,307207,0.072484925,Site45,2019
675,319488,0.209482954,Site45,2001
676,225838,0.048347677,Site45,2017
677,182714,0.114773167,Site45,0
678,320000,0.054022625,Site45,2021
679,144258,0.084222568,Site45,1999
680,64575,0.045631829,Site45,1987
681,171160,0.057198309,Site45,2003
682,61890,0.045646044,Site45,0
683,161775,0.05896811,Site45,2010
684,100014,0.081560113,Site45,1995
685,115105,0.067759242,Site45,1996
686,103834,0.043091861,Site45,1995
687,194948,0.059355266,Site45,2008
688,225360,0.075780174,Site45,2022
689,252807,0.066346428,Site45,2005
690,252633,0.055200331,Site45,2016
691,114356,0.059769616,Site45,1993
692,207264,0.075137555,Site45,2009
693,80951,0.054308051,Site45,0
694,231031,0.064891066,Site45,2014
695,302609,0.11097855,Site45,2018
696,332250,0.081157011,Site45,2016
697,250555,0.051631614,Site45,2005
698,109476,0.051296878,Site45,0
699,104103,0.059018707,Site45,0
700,122904,0.059632994,Site45,0
701,222741,0.049946188,Site45,2003
702,104103,0.041939143,Site45,1995
703,149873,0.068785116,Site45,2004
704,77021,0.063342698,Site45,1987
705,299841,0.059769,Site45,2017
706,287082,0.062919168,Site45,2016
707,81170,0.068468171,Site45,1987
708,220939,0.052221634,Site45,2008
709,108810,0.078302272,Site45,0
710,71424,0.069952211,Site45,1987
711,76585,0.053193054,Site45,1996
712,307273,0.083379443,Site45,2014
713,268709,0.063249376,Site45,2017
714,252489,0.053378329,Site45,2019
715,217286,0.05366386,Site45,2013
716,272072,0.055106644,Site45,2017
717,101858,0.046356288,Site45,1988
718,839545,0.528539654,Site45,2014
719,863873,0.161597987,Site45,2019
720,89851,0.048383424,Site45,0
721,84230,0.062427393,Site45,1987
722,90084,0.050582759,Site45,0
723,263310,0.075910219,Site45,2020
724,264322,0.081032104,Site45,2016
725,217043,0.064645936,Site45,2007
726,61084,0.041811648,Site45,1987
727,170328,0.053135426,Site45,2009
728,170578,0.045286789,Site45,2013
729,79113,0.055082094,Site45,1987
730,228075,0.119248888,Site45,2009
731,226510,0.105849507,Site45,2008
732,105090,0.070548396,Site45,0
733,323443,0.08574434,Site45,2013
734,225148,0.054308339,Site45,2014
735,138697,0.069474158,Site45,0
736,217312,0.0644437,Site45,2011
737,254292,0.055344086,Site45,2019
738,233532,0.057302809,Site45,2013
739,96146,0.049182217,Site45,0
740,124667,0.05516612,Site45,1988
741,225774,0.102791877,Site45,2011
742,406261,0.384056787,Site45,1998
743,64931,0.054100145,Site45,1987
744,63949,0.04190315,Site45,1997
745,226003,0.043990992,Site45,2019
746,80951,0.059910061,Site45,0
747,161415,0.060545898,Site45,2011
748,121658,0.051102275,Site45,1999
749,121760,0.045280068,Site45,2001
750,58440,0.069416299,Site45,1987
751,77564,0.072225508,Site45,1987
752,65746,0.081637876,Site45,1996
753,245759,0.051872436,Site45,2014
754,148083,0.072569033,Site45,2002
755,75665,0.049051041,Site45,1996
756,110425,0.058570634,Site45,1990
757,220213,0.063975949,Site45,2005
758,243683,0.081712112,Site45,2013
759,137340,0.058593114,Site45,1993
760,122308,0.046342049,Site45,1991
761,117445,0.060168908,Site45,1995
762,69667,0.045440034,Site45,1997
763,506174,0.696430587,Site45,1995
764,130505,0.052331852,Site45,0
765,201440,0.060245838,Site45,2008
766,347605,0.185130056,Site45,2000
767,538643,0.13606402,Site45,2015
768,205129,0.181885439,Site45,1987
769,936607,0.157233899,Site45,2009
770,795223,0.126663023,Site45,2013
771,261166,0.223885658,Site45,0
772,926551,0.192038016,Site45,2014
773,460641,0.129290062,Site45,2009
774,426724,0.180173081,Site45,2004
775,930796,0.190009526,Site45,2008
776,431380,0.285428954,Site45,2000
777,496108,0.277837647,Site45,1993
778,994500,0.157434406,Site45,2020
