OID_,LandV_Num,Area,Site,LA_Year
12012,132394,0.056270498,Site10,1981
12013,133575,0.055810267,Site10,1987
12014,168658,0.055882017,Site10,1989
12015,266058,0.055890919,Site10,2010
12016,152297,0.055905731,Site10,1997
12017,30419,0.055901868,Site10,1975
12018,30419,0.055914036,Site10,1975
12019,104471,0.055920987,Site10,1984
12020,123794,0.055928253,Site10,1989
12021,267058,0.055937584,Site10,2009
12022,268692,0.055946612,Site10,2013
12023,294361,0.058340145,Site10,2009
12024,375484,0.057322652,Site10,2014
12025,58531,0.055744696,Site10,1979
12026,270996,0.055750374,Site10,2011
12027,301667,0.055741507,Site10,2013
12028,72814,0.027872226,Site10,2013
12029,235384,0.083607867,Site10,2000
12030,30419,0.055742837,Site10,1975
12031,152571,0.055742446,Site10,1997
12032,293507,0.055742113,Site10,2011
12033,30419,0.055742206,Site10,1975
12034,30419,0.055811447,Site10,1975
12035,30419,0.056239374,Site10,1975
12036,201945,0.055746734,Site10,1993
12037,45362,0.055752491,Site10,1977
12038,90828,0.055741519,Site10,1986
12039,107651,0.055741248,Site10,1986
12040,78544,0.05574688,Site10,1983
12041,197294,0.055744517,Site10,2001
12042,436862,0.055742089,Site10,2015
12043,239051,0.055742373,Site10,2012
12044,275326,0.055744877,Site10,2010
12045,30419,0.055741288,Site10,1975
12046,32459,0.055746918,Site10,1976
12047,345350,0.055752246,Site10,2014
12048,541900,0.055294178,Site10,2006
12049,194018,0.056547478,Site10,1989
12050,30829,0.057147575,Site10,1975
12051,287262,0.057152287,Site10,2003
12052,30829,0.057154535,Site10,1975
12053,153798,0.057156585,Site10,1996
12054,217948,0.057161357,Site10,2012
12055,186826,0.057165882,Site10,2000
12056,214349,0.057170781,Site10,2001
12057,176959,0.057178893,Site10,2000
12058,308287,0.057171752,Site10,2009
12059,357840,0.057184663,Site10,2013
12060,30829,0.057189311,Site10,1975
12061,69434,0.057193773,Site10,1979
12062,294848,0.057729551,Site10,2003
12063,30829,0.057207808,Site10,1975
12064,105685,0.05721479,Site10,1985
12065,147341,0.057217434,Site10,1997
12066,131926,0.057215885,Site10,1988
12067,168180,0.057226067,Site10,1999
12068,30829,0.057232078,Site10,1975
12069,292647,0.057673941,Site10,2003
12070,110514,0.066260381,Site10,1986
12071,157268,0.04960657,Site10,1998
12072,315000,0.050436965,Site10,2007
12073,105538,0.050439598,Site10,1987
12074,263965,0.05043978,Site10,2015
12075,421531,0.050439695,Site10,2015
12076,28975,0.050435193,Site10,1975
12077,47791,0.050432697,Site10,1978
12078,56039,0.050430542,Site10,1979
12079,272055,0.050433275,Site10,2010
12080,28975,0.050422885,Site10,1975
12081,360310,0.050425845,Site10,2004
12082,28975,0.050423515,Site10,1975
12083,341829,0.05042103,Site10,2014
12084,28975,0.050664275,Site10,1975
12085,216138,0.050413798,Site10,2002
12086,204143,0.050404016,Site10,1993
12087,205610,0.050404287,Site10,1993
12088,408542,0.053427692,Site10,2013
12089,30829,0.058485154,Site10,1975
12090,475786,0.08026359,Site10,2008
12091,196471,0.135739982,Site10,1996
12092,31257,0.093096826,Site10,1975
12093,337675,0.072179202,Site10,2006
12094,286909,0.060641538,Site10,2003
12095,9294,0.020338568,Site10,1975
12096,15915,0.019928979,Site10,2012
12097,16314,0.018697026,Site10,2009
12098,8462,0.018286245,Site10,1975
12099,16808,0.017876924,Site10,1986
12100,11302,0.017461583,Site10,1988
12101,11771,0.017634134,Site10,2005
12102,365019,0.058798703,Site10,2005
12103,129339,0.055793327,Site10,1988
12104,117741,0.055793053,Site10,1986
12105,43890,0.055782171,Site10,1978
12106,353540,0.055801213,Site10,2009
12107,249343,0.055796538,Site10,2012
12108,26484,0.055311527,Site10,1975
12109,34767,0.075303332,Site10,1975
12110,54399,0.072843668,Site10,1990
12111,189648,0.074902505,Site10,2001
12112,153621,0.04615501,Site10,1994
12113,184510,0.049295605,Site10,1989
12114,328941,0.049289806,Site10,2015
12115,108836,0.049289126,Site10,1987
12116,391224,0.049291813,Site10,2014
12117,28767,0.04929083,Site10,1975
12118,181044,0.049287909,Site10,1994
12119,279825,0.049285898,Site10,2015
12120,173866,0.050234943,Site10,1994
12121,316110,0.050234515,Site10,2004
12122,148903,0.050228388,Site10,1998
12123,146515,0.049293325,Site10,1997
12124,28767,0.049285289,Site10,1975
12125,157674,0.049288908,Site10,1998
12126,28767,0.049284693,Site10,1975
12127,152290,0.049285605,Site10,1999
12128,329956,0.048825807,Site10,2015
12129,319713,0.06085282,Site10,2004
12130,32074,0.061307774,Site10,1975
12131,140273,0.061306235,Site10,1998
12132,421000,0.055742497,Site10,2006
12133,393917,0.055734124,Site10,2015
12134,276740,0.055737092,Site10,2009
12135,92324,0.05573752,Site10,1997
12136,113640,0.055738105,Site10,2009
12137,289912,0.055738169,Site10,2013
12138,274780,0.055741164,Site10,2010
12139,152571,0.055742784,Site10,1997
12140,30419,0.055739303,Site10,1975
12141,264384,0.055737812,Site10,2003
12142,305863,0.055741007,Site10,2003
12143,30419,0.055740368,Site10,1975
12144,89458,0.055741653,Site10,1980
12145,151333,0.055742832,Site10,1997
12146,31038,0.054023982,Site10,1975
12147,149314,0.046027965,Site10,1994
12148,155733,0.047385786,Site10,1999
12149,28143,0.047385937,Site10,1975
12150,428000,0.047376248,Site10,2006
12151,438023,0.047371922,Site10,2005
12152,266967,0.047364761,Site10,2006
12153,165153,0.049252762,Site10,1995
12154,414222,0.049245568,Site10,2015
12155,248021,0.049237669,Site10,2009
12156,173609,0.049234785,Site10,1999
12157,107981,0.049219383,Site10,1986
12158,261696,0.048274591,Site10,2010
12159,161681,0.048268009,Site10,1988
12160,337008,0.048262358,Site10,2004
12161,385795,0.048254148,Site10,2015
12162,94356,0.04778911,Site10,1985
12163,126735,0.049766436,Site10,1983
12164,60087,0.050213751,Site10,1978
12165,147341,0.050213135,Site10,1997
12166,238096,0.050214032,Site10,2011
12167,324278,0.050215508,Site10,2004
12168,28975,0.050218509,Site10,1975
12169,140326,0.050218814,Site10,1996
12170,271519,0.050221716,Site10,2009
12171,26370,0.050222666,Site10,1976
12172,228122,0.050218407,Site10,2012
12173,386046,0.049272065,Site10,2014
12174,28767,0.049269818,Site10,1975
12175,158509,0.049273143,Site10,1989
12176,194500,0.049275727,Site10,1989
12177,98943,0.049281751,Site10,1987
12178,158644,0.047938639,Site10,1994
12179,426709,0.049776366,Site10,2015
12180,348250,0.050153259,Site10,2014
12181,486000,0.050766194,Site10,2005
12182,29177,0.053310409,Site10,1975
12183,30001,0.056774754,Site10,1975
12184,31038,0.060179854,Site10,1975
12185,110248,0.062870192,Site10,1984
12186,231360,0.063173878,Site10,2002
12187,252971,0.062577503,Site10,2010
12188,31461,0.062582159,Site10,1975
12189,224497,0.062586598,Site10,2002
12190,440000,0.06259573,Site10,2016
12191,239528,0.062588918,Site10,2004
12192,253693,0.062585221,Site10,2012
12193,320000,0.062593608,Site10,2016
12194,32280,0.062594045,Site10,1975
12195,38757,0.06259588,Site10,1976
12196,46757,0.062598389,Site10,1977
12197,260715,0.056344763,Site10,2003
12198,357368,0.056327275,Site10,2015
12199,281321,0.056344077,Site10,2010
12200,437000,0.056341687,Site10,2006
12201,229076,0.056342276,Site10,2012
12202,340794,0.054752192,Site10,2014
12203,484700,0.056343761,Site10,2016
12204,30829,0.056344105,Site10,1975
12205,152981,0.05634205,Site10,1997
12206,482000,0.062591808,Site10,2006
12207,309385,0.062605543,Site10,2004
12208,276961,0.062605448,Site10,2010
12209,32280,0.062603081,Site10,1975
12210,362437,0.062602976,Site10,2014
12211,325157,0.062603027,Site10,2014
12212,197700,0.062596443,Site10,1993
12213,32280,0.062603304,Site10,1975
12214,99030,0.062611496,Site10,1980
12215,40983,0.062607666,Site10,1977
12216,278596,0.06260756,Site10,2010
12217,230469,0.061051987,Site10,1990
12218,260382,0.057942366,Site10,2004
12219,195811,0.054834818,Site10,1990
12220,29177,0.051726794,Site10,1975
12221,169270,0.050172469,Site10,1994
12222,302658,0.050172549,Site10,2004
12223,28975,0.050167373,Site10,1975
12224,29799,0.04995886,Site10,1975
12225,183320,0.063388319,Site10,2000
12226,194257,0.062606391,Site10,1990
12227,464800,0.061086744,Site10,2016
12228,268665,0.063368336,Site10,2003
12229,240501,0.062610114,Site10,2013
12230,32280,0.062597677,Site10,1975
12231,32280,0.062605478,Site10,1975
12232,29799,0.049241025,Site10,1975
12233,35406,0.050170247,Site10,1977
12234,57957,0.050175111,Site10,1979
12235,28975,0.0501773,Site10,1975
12236,28975,0.050179864,Site10,1975
12237,165534,0.05018411,Site10,1999
12238,61240,0.050186464,Site10,1984
12239,365490,0.050189156,Site10,2015
12240,102938,0.050191181,Site10,1985
12241,116062,0.050193481,Site10,1986
12242,89458,0.050198219,Site10,1980
12243,239887,0.050195479,Site10,2010
12244,102241,0.050205272,Site10,1987
12245,328120,0.050564315,Site10,2004
12246,364817,0.050175279,Site10,2014
12247,169989,0.057834395,Site10,1994
12248,431887,0.051941423,Site10,2015
12249,288768,0.047653505,Site10,2013
12250,364540,0.050646867,Site10,2007
12251,27935,0.046577315,Site10,1975
12252,28346,0.049540479,Site10,1975
12253,238599,0.049479616,Site10,2002
12254,356016,0.050197824,Site10,2014
12255,93776,0.050205545,Site10,1980
12256,466000,0.050507685,Site10,2007
12257,123820,0.050163378,Site10,2015
12258,228229,0.050158326,Site10,2012
12259,28975,0.050158382,Site10,1975
12260,28975,0.050168317,Site10,1975
12261,217966,0.050163137,Site10,2011
12262,28975,0.050163358,Site10,1975
12263,324603,0.050163395,Site10,2009
12264,28975,0.050163288,Site10,1975
12265,348250,0.0501636,Site10,2014
12266,196926,0.05016341,Site10,1995
12267,35406,0.050158313,Site10,1977
12268,246959,0.050170585,Site10,2002
12269,88785,0.049270749,Site10,1995
12270,170263,0.050883835,Site10,1995
12271,243781,0.049969846,Site10,1991
12272,147207,0.050159692,Site10,1997
12273,28975,0.049973001,Site10,1975
12274,230073,0.049967325,Site10,2010
12275,349246,0.049977033,Site10,2015
12276,267691,0.049969441,Site10,2010
12277,67713,0.049968271,Site10,1979
12278,386215,0.049967681,Site10,2005
12279,203656,0.049967389,Site10,2001
12280,105794,0.0499654,Site10,1986
12281,252152,0.049964992,Site10,2013
12282,99403,0.049958209,Site10,1986
12283,158619,0.049970051,Site10,1998
12284,240414,0.049964829,Site10,1990
12285,29379,0.048994787,Site10,1975
12286,400000,0.048305877,Site10,2016
12287,140326,0.048309889,Site10,1996
12288,96587,0.04830755,Site10,1992
12289,360616,0.048307839,Site10,2015
12290,18200,0.048306226,Site10,1975
12291,18200,0.048308315,Site10,1975
12292,18200,0.048317733,Site10,1975
12293,250310,0.048307496,Site10,2004
12294,18200,0.048313465,Site10,1975
12295,273835,0.048311821,Site10,2004
12296,116657,0.048309894,Site10,1989
12297,175213,0.045893566,Site10,1991
12298,40155,0.050722978,Site10,1979
12299,113784,0.048310613,Site10,1987
12300,122776,0.048261553,Site10,1992
12301,19441,0.048304292,Site10,1975
12302,19441,0.048315689,Site10,1975
12303,437000,0.048309156,Site10,2007
12304,217425,0.048308677,Site10,2010
12305,133590,0.048316029,Site10,1996
12306,200686,0.048304518,Site10,2013
12307,198687,0.048309683,Site10,2003
12308,161499,0.048315279,Site10,1991
12309,124007,0.048302793,Site10,1990
12310,109506,0.048313907,Site10,1997
12311,19441,0.04831389,Site10,1975
12312,171278,0.048319674,Site10,2003
12313,329694,0.048306371,Site10,2005
12314,107672,0.04831262,Site10,1994
12315,281900,0.057152605,Site10,2006
12316,201093,0.060388041,Site10,2016
12317,214982,0.064924573,Site10,2004
12318,243830,0.064143628,Site10,2013
12319,235754,0.049543619,Site10,1990
12320,234701,0.049967384,Site10,2012
12321,291534,0.04995836,Site10,2009
12322,500000,0.050104162,Site10,2008
12323,150708,0.049803292,Site10,1996
12324,96379,0.049953019,Site10,1986
12325,179570,0.049954977,Site10,1999
12326,303718,0.050102019,Site10,2009
12327,366578,0.049807807,Site10,2014
12328,28975,0.049945923,Site10,1975
12329,110607,0.049947965,Site10,1994
12330,402697,0.05009974,Site10,2005
12331,33070,0.049801254,Site10,1976
12332,147069,0.049947435,Site10,1997
12333,190378,0.04994323,Site10,1993
12334,146920,0.050095103,Site10,1996
12335,44723,0.049794025,Site10,1978
12336,140326,0.049943699,Site10,1997
12337,28975,0.049947156,Site10,1975
12338,169464,0.050085351,Site10,2003
12339,417000,0.046788935,Site10,2007
12340,27935,0.046949623,Site10,1975
12341,458000,0.046354173,Site10,2007
12342,220219,0.048768764,Site10,2003
12343,19441,0.048315616,Site10,1975
12344,200000,0.048302883,Site10,2007
12345,55324,0.048316481,Site10,1983
12346,111234,0.048303927,Site10,1999
12347,173723,0.048311926,Site10,2003
12348,358992,0.048313234,Site10,2015
12349,211101,0.048311667,Site10,2010
12350,19441,0.048310861,Site10,1975
12351,126962,0.048312081,Site10,1991
12352,340000,0.048309892,Site10,2016
12353,116324,0.048311406,Site10,2000
12354,19441,0.048311742,Site10,1975
12355,40496,0.048311801,Site10,1980
12356,19441,0.048310097,Site10,1975
12357,282493,0.048309939,Site10,2014
12358,209355,0.048309492,Site10,2010
12359,19441,0.048311072,Site10,1975
12360,95340,0.048310198,Site10,1988
12361,162225,0.048310144,Site10,2002
12362,257848,0.048310134,Site10,2014
12363,90789,0.048309528,Site10,1993
12364,330000,0.048308998,Site10,2005
12365,51753,0.048310182,Site10,1980
12366,281700,0.048310288,Site10,2007
12367,200000,0.048304056,Site10,2016
12368,133142,0.048315762,Site10,1989
12369,162926,0.048307525,Site10,2001
12370,223154,0.048319619,Site10,2003
12371,129869,0.048312098,Site10,2011
12372,19441,0.048306758,Site10,1975
12373,261870,0.048310436,Site10,2005
12374,14677,0.031680123,Site10,1975
12375,183187,0.034745899,Site10,2010
12376,30036,0.054347895,Site10,1978
12377,136328,0.060383545,Site10,2015
12378,336288,0.060399761,Site10,2004
12379,249582,0.060391992,Site10,2002
12380,162338,0.060391762,Site10,2011
12381,392100,0.060389665,Site10,2007
12382,85675,0.060385007,Site10,1983
12383,22343,0.060387355,Site10,1975
12384,184736,0.060387099,Site10,2003
12385,212121,0.060387289,Site10,2011
12386,22343,0.06038748,Site10,1975
12387,63354,0.048309652,Site10,1995
12388,99957,0.054620604,Site10,1983
12389,149314,0.054342461,Site10,1994
12390,24000,0.0603873,Site10,1975
12391,173434,0.060393455,Site10,1994
12392,24000,0.060387229,Site10,1975
12393,170102,0.060387494,Site10,2010
12394,478000,0.060387462,Site10,2007
12395,176173,0.060386455,Site10,2003
12396,206710,0.060395686,Site10,2011
12397,272472,0.060389689,Site10,2010
12398,141881,0.060389806,Site10,1995
12399,273472,0.060389839,Site10,2004
12400,230947,0.060389607,Site10,2013
12401,202975,0.04887895,Site10,2012
12402,178399,0.048891186,Site10,2009
12403,307414,0.048902616,Site10,2015
12404,218079,0.048907538,Site10,2010
12405,200642,0.048931173,Site10,2003
12406,293427,0.048936472,Site10,2005
12407,108225,0.048950524,Site10,2011
12408,76762,0.048972051,Site10,2000
12409,124789,0.04897693,Site10,2002
12410,103862,0.04898852,Site10,2000
12411,71709,0.048993205,Site10,1981
12412,19852,0.049016511,Site10,1975
12413,223204,0.049021575,Site10,2010
12414,248822,0.049032737,Site10,2013
12415,115562,0.04904401,Site10,1997
12416,70806,0.049398459,Site10,1988
12417,19852,0.04906605,Site10,1975
12418,157874,0.049077253,Site10,2000
12419,87499,0.049088743,Site10,1984
12420,433500,0.049099707,Site10,2016
12421,19852,0.049110722,Site10,1975
12422,19852,0.049121559,Site10,1975
12423,19852,0.049134979,Site10,1975
12424,216087,0.049144781,Site10,2004
12425,210431,0.049155519,Site10,2003
12426,386978,0.049168315,Site10,2014
12427,152664,0.04918147,Site10,1999
12428,351000,0.049194454,Site10,2008
12429,27590,0.049202455,Site10,1976
12430,182829,0.049224665,Site10,1991
12431,279193,0.049229765,Site10,2015
12432,271112,0.04924271,Site10,2012
12433,22755,0.06062922,Site10,1975
12434,165521,0.060388961,Site10,2012
12435,314379,0.060386948,Site10,2009
12436,23334,0.060386031,Site10,1981
12437,24000,0.060389814,Site10,1975
12438,78744,0.060394997,Site10,1984
12439,31231,0.060384809,Site10,1977
12440,104997,0.060390348,Site10,1984
12441,24000,0.060387643,Site10,1975
12442,126962,0.060394886,Site10,1992
12443,140326,0.060389232,Site10,1996
12444,128458,0.06031303,Site10,2003
12445,24000,0.060389627,Site10,1975
12446,85782,0.060391566,Site10,1985
12447,340000,0.060388859,Site10,2016
12448,24000,0.060386257,Site10,1975
12449,248891,0.060386751,Site10,2009
12450,164452,0.060380708,Site10,2001
12451,22343,0.060395275,Site10,1975
12452,217700,0.06038825,Site10,2007
12453,24000,0.060386925,Site10,1975
12454,27847,0.060386743,Site10,1977
12455,154162,0.060380626,Site10,1998
12456,46664,0.060390375,Site10,1979
12457,24208,0.060387307,Site10,1975
12458,22755,0.061585779,Site10,1975
12459,96142,0.056863013,Site10,1987
12460,165534,0.049296178,Site10,1999
12461,165534,0.049313591,Site10,1999
12462,19852,0.049312294,Site10,1975
12463,19852,0.049331349,Site10,1975
12464,154737,0.04934917,Site10,2002
12465,200000,0.049345503,Site10,2006
12466,90342,0.049363286,Site10,1989
12467,49152,0.049375842,Site10,1979
12468,19852,0.049387046,Site10,1975
12469,19852,0.049397012,Site10,1975
12470,199474,0.049407625,Site10,2012
12471,138082,0.049420446,Site10,1996
12472,19852,0.049433451,Site10,1975
12473,19852,0.049446481,Site10,1975
12474,68381,0.051886363,Site10,1988
12475,162225,0.047049301,Site10,2002
12476,151900,0.049536063,Site10,2000
12477,167594,0.049557294,Site10,1991
12478,147171,0.049557951,Site10,2012
12479,19852,0.049574885,Site10,1975
12480,111408,0.049589515,Site10,2012
12481,452706,0.049603731,Site10,2007
12482,18404,0.049615752,Site10,1975
12483,18404,0.049628928,Site10,1975
12484,94491,0.049643811,Site10,1987
12485,19852,0.049658094,Site10,1975
12486,97742,0.049667744,Site10,1990
12487,152356,0.049674979,Site10,1991
12488,152927,0.049857077,Site10,2003
12489,299438,0.060384763,Site10,2004
12490,160195,0.060387016,Site10,2013
12491,98134,0.060387166,Site10,2010
12492,234604,0.060393533,Site10,2002
12493,238688,0.060387087,Site10,2010
12494,187241,0.060387007,Site10,2013
12495,272551,0.060387156,Site10,2014
12496,20063,0.060387202,Site10,1975
12497,164182,0.06038702,Site10,1996
12498,55880,0.060352632,Site10,1980
12499,183982,0.060401592,Site10,2011
12500,21513,0.060419688,Site10,1975
12501,107150,0.060419719,Site10,1989
12502,20063,0.060419673,Site10,1975
12503,406100,0.060422065,Site10,2015
12504,21099,0.060432499,Site10,1975
12505,378200,0.060416115,Site10,2006
12506,353245,0.060423407,Site10,2005
12507,116672,0.060413909,Site10,2010
12508,81423,0.060422016,Site10,1990
12509,132081,0.060424134,Site10,1994
12510,20063,0.060428006,Site10,1975
12511,175070,0.060413837,Site10,2012
12512,21924,0.060419542,Site10,1975
12513,145891,0.060419402,Site10,2012
12514,148315,0.060413836,Site10,1999
12515,24000,0.060425734,Site10,1975
12516,268442,0.060419895,Site10,2012
12517,397541,0.060428072,Site10,2014
12518,130501,0.060418398,Site10,1996
12519,96854,0.060424424,Site10,1981
12520,161728,0.060415796,Site10,2002
12521,141881,0.060425861,Site10,1995
12522,260786,0.060419577,Site10,2013
12523,187593,0.060422142,Site10,2003
12524,288808,0.060422112,Site10,2005
12525,167837,0.060422031,Site10,1990
12526,24000,0.060434948,Site10,1975
12527,364677,0.06037856,Site10,2015
12528,91910,0.060408049,Site10,1996
12529,385000,0.060408414,Site10,2006
12530,24000,0.060405504,Site10,1975
12531,80493,0.060397403,Site10,1984
12532,473000,0.060407018,Site10,2006
12533,221650,0.060404779,Site10,2012
12534,27997,0.060399274,Site10,1976
12535,36180,0.06039865,Site10,1980
12536,369408,0.060396333,Site10,2006
12537,27310,0.060417553,Site10,1975
12538,213393,0.060409122,Site10,2002
12539,119182,0.060423684,Site10,1999
12540,21513,0.06041967,Site10,1975
12541,21513,0.060420033,Site10,1975
12542,179952,0.060417319,Site10,2012
12543,218079,0.060417286,Site10,2010
12544,253812,0.060417924,Site10,2015
12545,239253,0.060414815,Site10,2013
12546,238570,0.060419847,Site10,2003
12547,80319,0.060419892,Site10,1983
12548,174463,0.060409106,Site10,2010
12549,194806,0.048338221,Site10,2011
12550,113706,0.048362366,Site10,1986
12551,219239,0.060415454,Site10,2003
12552,26250,0.060415089,Site10,1977
12553,348500,0.060412965,Site10,2007
12554,172155,0.060410601,Site10,1999
12555,115562,0.060412765,Site10,1997
12556,187000,0.060415347,Site10,2009
12557,143571,0.060409442,Site10,1994
12558,167594,0.06041892,Site10,1991
12559,282839,0.060410431,Site10,2013
12560,21513,0.060410919,Site10,1975
12561,165109,0.060402492,Site10,1994
12562,162338,0.060421055,Site10,2011
12563,285000,0.060411669,Site10,2016
12564,442722,0.060413058,Site10,2008
12565,136581,0.060410759,Site10,2000
12566,372688,0.060410602,Site10,2014
12567,94356,0.060410635,Site10,1985
12568,24000,0.060410668,Site10,1975
12569,22343,0.060415059,Site10,1975
12570,293709,0.060417495,Site10,2009
12571,87499,0.060415133,Site10,1984
12572,53539,0.060415031,Site10,1983
12573,22343,0.060415522,Site10,1975
12574,31397,0.048471171,Site10,1978
12575,104612,0.048332047,Site10,1989
12576,100640,0.060415252,Site10,1999
12577,354152,0.060412419,Site10,2014
12578,238172,0.060415367,Site10,2014
12579,349246,0.060419441,Site10,2015
12580,151273,0.060417667,Site10,2002
12581,243826,0.060417687,Site10,2012
12582,112698,0.060417127,Site10,1989
12583,138217,0.06041529,Site10,1989
12584,22343,0.060414864,Site10,1975
12585,206071,0.060423621,Site10,2014
12586,342731,0.060413877,Site10,2005
12587,174801,0.060423169,Site10,1999
12588,148545,0.060156439,Site10,2012
12589,167127,0.074480903,Site10,1997
12590,21717,0.074510225,Site10,1975
12591,23382,0.07456126,Site10,1975
12592,202960,0.074605005,Site10,1990
12593,59124,0.074640686,Site10,1981
12594,21717,0.07469732,Site10,1975
12595,192020,0.074728355,Site10,1999
12596,673097,0.074771731,Site10,2014
12597,67309,0.019326141,Site10,2014
12598,198073,0.040531448,Site10,2003
12599,34033,0.047709706,Site10,1979
12600,186743,0.047691288,Site10,2012
12601,36139,0.047657389,Site10,1979
12602,16125,0.047629555,Site10,1975
12603,236000,0.095176684,Site10,2005
12604,18857,0.047552049,Site10,1976
12605,220219,0.047520144,Site10,2003
12606,223437,0.070595209,Site10,2011
12607,929897,0.252056791,Site10,1992
12608,151849,0.059707234,Site10,2001
12609,199662,0.074883177,Site10,2002
12610,310660,0.074924557,Site10,2014
12611,23382,0.074968164,Site10,1975
12612,40730,0.07501623,Site10,1979
12613,187185,0.075053299,Site10,2002
12614,23382,0.075088022,Site10,1975
12615,427187,0.075142371,Site10,2008
12616,355000,0.07518003,Site10,2007
12617,124318,0.075224563,Site10,1990
12618,271755,0.075267714,Site10,2011
12619,23382,0.07530793,Site10,1975
12620,27013,0.032636797,Site10,1981
12621,181711,0.042716828,Site10,2011
12622,166437,0.04689205,Site10,2013
12623,16125,0.0473748,Site10,1975
12624,140472,0.047169155,Site10,1991
12625,137283,0.047508283,Site10,2014
12626,227817,0.047302749,Site10,2014
12627,172503,0.047263194,Site10,2003
12628,240203,0.04703451,Site10,2004
12629,132426,0.047359242,Site10,1999
12630,145665,0.047153884,Site10,1999
12631,159154,0.047125186,Site10,2012
12632,200960,0.047098214,Site10,2012
12633,16124,0.046893996,Site10,1975
12634,165470,0.047224867,Site10,2001
12635,147341,0.070038171,Site10,1996
12636,149112,0.047241862,Site10,2002
12637,147687,0.075201386,Site10,2016
12638,360310,0.075229426,Site10,2004
12639,264225,0.075259593,Site10,2004
12640,140326,0.075285908,Site10,1996
12641,137444,0.075316089,Site10,2011
12642,353205,0.075348502,Site10,2015
12643,213367,0.075386818,Site10,2003
12644,471000,0.075397505,Site10,2006
12645,188253,0.07544048,Site10,2000
12646,38050,0.075459873,Site10,1979
12647,113173,0.075490834,Site10,1988
12648,185681,0.075520364,Site10,2012
12649,23382,0.075548869,Site10,1975
12650,174080,0.045326391,Site10,2002
12651,179072,0.046424698,Site10,2002
12652,257000,0.046441955,Site10,2008
12653,159154,0.051112451,Site10,2012
12654,65593,0.051142565,Site10,1986
12655,35321,0.051172221,Site10,1982
12656,203050,0.05119657,Site10,2015
12657,190216,0.05121681,Site10,1989
12658,207982,0.051266031,Site10,2003
12659,16125,0.051285829,Site10,1975
12660,169412,0.051303174,Site10,1994
12661,385800,0.051338041,Site10,2007
12662,216334,0.051369099,Site10,2010
12663,106103,0.051387296,Site10,2012
12664,84599,0.075556907,Site10,1983
12665,57864,0.075581336,Site10,1981
12666,146929,0.0756078,Site10,1997
12667,133307,0.075630956,Site10,1996
12668,216451,0.075653453,Site10,2011
12669,461760,0.075681031,Site10,2006
12670,326345,0.075699265,Site10,2009
12671,312384,0.075740801,Site10,2006
12672,140626,0.075766403,Site10,1999
12673,23382,0.075784655,Site10,1975
12674,181405,0.051419571,Site10,1987
12675,141254,0.052136032,Site10,2000
12676,139120,0.051490878,Site10,1993
12677,241000,0.051513534,Site10,2005
12678,164907,0.051542302,Site10,1992
12679,268465,0.051575914,Site10,2005
12680,190366,0.051602983,Site10,2009
12681,216451,0.056032676,Site10,2011
12682,240203,0.054307584,Site10,2004
12683,19852,0.058748009,Site10,1975
12684,187185,0.058793458,Site10,2002
12685,272599,0.058823951,Site10,2010
12686,353245,0.057689078,Site10,2005
12687,203050,0.065031873,Site10,2015
12688,370294,0.065035993,Site10,2007
12689,216451,0.065029428,Site10,2011
12690,352794,0.069065774,Site10,2012
12691,461760,0.065031695,Site10,2006
12692,20063,0.065031809,Site10,1975
12693,167594,0.065038252,Site10,1991
12694,95419,0.065036919,Site10,1996
12695,265259,0.065031751,Site10,2012
12696,197930,0.065031626,Site10,2003
12697,268876,0.078036125,Site10,1992
12698,360310,0.078077352,Site10,2004
12699,265259,0.065073581,Site10,2012
12700,191746,0.065080598,Site10,1991
12701,190818,0.065093942,Site10,2010
12702,73009,0.065094565,Site10,1982
12703,312070,0.065101607,Site10,2013
12704,62992,0.056748567,Site10,1984
12705,301000,0.05674194,Site10,2007
12706,117717,0.056743852,Site10,1994
12707,134785,0.05674123,Site10,1995
12708,18611,0.056741307,Site10,1975
12709,135924,0.056743945,Site10,1993
12710,135282,0.056746086,Site10,2011
12711,18611,0.056746863,Site10,1975
12712,18818,0.056743809,Site10,1975
12713,426236,0.072517219,Site10,2006
12714,30589,0.075661168,Site10,1979
12715,371000,0.063051696,Site10,2016
12716,19233,0.06305493,Site10,1975
12717,294091,0.063042766,Site10,2014
12718,124743,0.063041991,Site10,1989
12719,461760,0.06305734,Site10,2006
12720,66740,0.06305449,Site10,1981
12721,190477,0.063050075,Site10,2011
12722,216451,0.054861617,Site10,2011
12723,189109,0.054969958,Site10,2014
12724,200155,0.055086393,Site10,2009
12725,220130,0.055205197,Site10,2011
12726,132090,0.055322102,Site10,1990
12727,120574,0.055438519,Site10,1996
12728,203050,0.055546631,Site10,2015
12729,152925,0.055676626,Site10,1994
12730,49531,0.05579325,Site10,1983
12731,414213,0.066562437,Site10,2014
12732,99823,0.072119398,Site10,1999
12733,34563,0.112884877,Site10,1975
12734,322000,0.056438528,Site10,2007
12735,244688,0.056437087,Site10,2011
12736,34563,0.112876255,Site10,1975
12737,140215,0.056437922,Site10,2000
12738,353245,0.056437273,Site10,2005
12739,230923,0.056438166,Site10,2014
12740,16542,0.046946501,Site10,1975
12741,148975,0.047441274,Site10,1995
12742,136298,0.047406295,Site10,2010
12743,211946,0.047372773,Site10,2005
12744,57389,0.047339112,Site10,1984
12745,141692,0.047304307,Site10,1999
12746,254857,0.047268505,Site10,2013
