OID_,SITE,ZONE_CODE,COUNT,AREA,MEAN
1,Site01,1,1033.000000000000000,0.000075024033410,66.622458857696088
2,Site03,2,1053.000000000000000,0.000076476580039,77.672364672364665
3,Site04,3,792.000000000000000,0.000057520846525,31.796717171717159
4,Site05,4,1042.000000000000000,0.000075677679393,55.813819577735110
5,Site06,5,987.000000000000000,0.000071683176162,46.490374873353588
6,Site07,6,1055.000000000000000,0.000076621834702,53.711848341232255
7,Site08,7,1056.000000000000000,0.000076694462034,70.360795454545297
8,Site09,8,1050.000000000000000,0.000076258698045,68.765714285714296
9,Site10,9,1058.000000000000000,0.000076839716697,64.094517958412098
10,Site11,10,1055.000000000000000,0.000076621834702,82.370616113743935
11,Site12,11,1058.000000000000000,0.000076839716697,70.553875236294957
12,Site13,12,461.000000000000000,0.000033481199808,39.344902386117148
13,Site14,13,780.000000000000000,0.000056649318548,38.673076923076955
14,Site15,14,1057.000000000000000,0.000076767089365,72.767265846736095
15,Site16,15,1056.000000000000000,0.000076694462034,82.061553030302846
16,Site17,16,1056.000000000000000,0.000076694462034,64.441287878787946
17,Site18,17,1056.000000000000000,0.000076694462034,61.123106060606041
18,Site19,18,1058.000000000000000,0.000076839716697,62.683364839319559
19,Site20,19,1036.000000000000000,0.000075241915404,47.666023166023137
20,Site21,20,1056.000000000000000,0.000076694462034,74.305871212121161
21,Site22,21,989.000000000000000,0.000071828430825,69.756319514661300
22,Site23,22,1059.000000000000000,0.000076912344028,75.543909348442000
23,Site24,23,1052.000000000000000,0.000076403952708,51.776615969581719
24,Site25,24,1055.000000000000000,0.000076621834702,85.381042654028363
25,Site26,25,1049.000000000000000,0.000076186070714,59.731172545281233
26,Site27,26,1057.000000000000000,0.000076767089365,37.232734153263998
27,Site28,27,1055.000000000000000,0.000076621834702,56.102369668246418
28,Site29,28,1042.000000000000000,0.000075677679393,50.814779270633380
29,Site30,29,1049.000000000000000,0.000076186070714,48.816968541468057
30,Site31,30,1023.000000000000000,0.000074297760095,38.200391006842636
31,Site32,31,1051.000000000000000,0.000076331325376,89.967649857278872
32,Site33,32,1056.000000000000000,0.000076694462034,39.735795454545453
33,Site34,33,1044.000000000000000,0.000075822934056,50.181034482758584
34,Site35,34,1058.000000000000000,0.000076839716697,38.653119092627641
35,Site36,35,693.000000000000000,0.000050330740710,42.712842712842729
36,Site37,36,976.000000000000000,0.000070884275516,39.713114754098378
37,Site38,37,1046.000000000000000,0.000075968188719,44.085086042065043
38,Site39,38,1057.000000000000000,0.000076767089365,47.070955534531691
39,Site40,39,1041.000000000000000,0.000075605052062,61.547550432276715
40,Site41,40,1055.000000000000000,0.000076621834702,74.093838862559224
41,Site42,41,1013.000000000000000,0.000073571486781,56.720631786772024
42,Site43,42,1052.000000000000000,0.000076403952708,47.379277566539848
43,Site44,43,1041.000000000000000,0.000075605052062,59.746397694524447
44,Site45,44,1005.000000000000000,0.000072990468129,55.038805970149234
45,Site46,45,980.000000000000000,0.000071174784842,39.016326530612261
46,Site47,46,877.000000000000000,0.000063694169700,35.492588369441329
47,Site48,47,1056.000000000000000,0.000076694462034,42.669507575757571
48,Site49,48,1057.000000000000000,0.000076767089365,57.944181646168445
49,Site50,49,1056.000000000000000,0.000076694462034,59.591856060606048
50,Site51,50,1055.000000000000000,0.000076621834702,62.353554502369718
51,Site52,51,1051.000000000000000,0.000076331325376,75.999048525213922
52,Site53,52,817.000000000000000,0.000059336529812,27.351285189718499
53,Site54,53,1015.000000000000000,0.000073716741444,47.995073891625566
54,Site55,54,1051.000000000000000,0.000076331325376,71.646051379638422
55,Site56,55,1052.000000000000000,0.000076403952708,70.847908745247310
56,Site57,56,1059.000000000000000,0.000076912344028,71.045325779036716
57,Site58,57,1058.000000000000000,0.000076839716697,59.763705103969770
58,Site59,58,1054.000000000000000,0.000076549207371,66.571157495256173
59,Site60,59,1058.000000000000000,0.000076839716697,49.385633270321385
60,Site61,60,1058.000000000000000,0.000076839716697,76.550094517958271
61,Site62,61,1058.000000000000000,0.000076839716697,57.170132325141743
62,Site63,62,1051.000000000000000,0.000076331325376,74.097050428163641
